cycle,px_hex,py_hex,v_hex,theta_hex,omega_hex,a_hex,z_hex,vz_hex,az_hex,p11_hex,p22_hex,p33_hex,p44_hex,p55_hex,p66_hex,p77_hex,p88_hex,p99_hex
592,FFF135F96780,FFEF434C7201,0000036CB579,00000E6D9488,000010314DDD,FFFFFA78364A,FFFFC79E5E70,FFFFFED97F9C,FFFFFFFF3D3F,00000121873C,000001218134,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
593,FFF1317FCFDA,FFEF3DC85883,000003469960,00000EB8F77C,000010317699,FFFFFA76524A,FFFFC6E64AD8,FFFFFED6DDBE,FFFFFFFF36D1,0000012169B7,0000012173A6,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
594,FFF12D3B9965,FFEF3802E564,00000326333E,00000F0CA3EE,00001031BFBA,FFFFFA74EC03,FFFFC72AB74B,FFFFFED7F1B0,FFFFFFFF39EC,000001216CA7,000001216D68,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
595,FFF12849D0CE,FFEF314848E5,0000030FA849,00000F63E979,0000103238D0,FFFFFA740651,FFFFC6E00B26,FFFFFED6EB7E,FFFFFFFF37BC,000001216FD6,00000121675C,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
596,FFF123A27711,FFEF2A7D5107,000003020394,00000FBEC929,00001032D05A,FFFFFA73FA30,FFFFC6E680B6,FFFFFED71668,FFFFFFFF388E,00000121712F,000001216364,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
597,FFF11F8199D2,FFEF25D16D67,000002F90822,0000101A564B,000010333CA2,FFFFFA74AA98,FFFFC63F300A,FFFFFED4B3C3,FFFFFFFF32D4,000001216F5B,000001216297,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
598,FFF11C2AD061,FFEF20696CA1,000002F29578,00001076977E,00001033B8D8,FFFFFA75C80E,FFFFC59D5D8C,FFFFFED265D7,FFFFFFFF2D63,000001216AEC,00000121650D,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
599,FFF119709D9D,FFEF1BC839DF,000002EA5317,000010D16BD7,000010340FAC,FFFFFA770773,FFFFC606E366,FFFFFED4057C,FFFFFFFF31DA,0000012165E8,000001216961,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
600,FFF116F1F6D1,FFEF16E5F959,000002E1F86F,0000112BB3BB,000010344893,FFFFFA785A8F,FFFFC617271B,FFFFFED4555F,FFFFFFFF32ED,0000012162B5,000001216D30,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
601,FFF113DABDE3,FFEF11F93D15,000002D41E85,000011838219,00001032380A,FFFFFA79D2DF,FFFFC5A0FE26,FFFFFED2ABA1,FFFFFFFF2EFD,0000012162FD,0000012171C0,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
602,FFF1119EB5D2,FFEF0E203484,000002B58228,000011D867F1,00001032D905,FFFFFA7A6805,FFFFC54E21D0,FFFFFED186A8,FFFFFFFF2C53,000001216351,00000121651D,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
603,FFF10F77431E,FFEF0A2ABE07,00000299BDF3,0000122B4540,00001032FF58,FFFFFA7B12AF,FFFFC5C74C2B,FFFFFED360F9,FFFFFFFF3127,0000012163F2,0000012162B7,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
604,FFF10CD8FAD8,FFEF0593683E,0000027D61B1,0000127B81B2,000010334BE1,FFFFFA7BD9D6,FFFFC534596A,FFFFFED14ADA,FFFFFFFF2BFC,00000121643D,0000012161FD,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
605,FFF10ACD3E2B,FFEF0055DBB8,000002612DC7,000012CACD05,0000103388A2,FFFFFA7C8734,FFFFC5D1F2CE,FFFFFED3AE48,FFFFFFFF323E,000001216415,0000012161C6,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
606,FFF107A2D7B4,FFEEFC255CBF,00000244F632,000013172A43,00001033DA1C,FFFFFA7D6B4C,FFFFC54128EB,FFFFFED1A049,FFFFFFFF2D25,000001216394,0000012161E5,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
607,FFF1048AE3BA,FFEEF83A7B20,00000228C43F,0000136383F6,0000103428CD,FFFFFA7E486C,FFFFC5689559,FFFFFED24731,FFFFFFFF2EF9,0000012162F0,000001216233,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
608,FFF10178E626,FFEEF37873DE,0000020C96B4,000013AF4FE1,000010347A18,FFFFFA7F2CCC,FFFFC51E04EC,FFFFFED14162,FFFFFFFF2C8A,000001216257,00000121628D,000001000000,000001000000,000001000000,000001000000,00000121649A,000001000000,000001000000
609,FFF100006709,FFEEEFC4E7DD,000001F06BDF,000013FD7C76,00001034A675,FFFFFA7FA8BB,FFFFC53D5F73,FFFFFED1C9EB,FFFFFFFF2E05,0000012161EE,0000012162D1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
610,FFF0FE27E9C8,FFEEEC34F971,000001D443E1,0000144C69B8,00001034DA0E,FFFFFA80393A,FFFFC4E18C89,FFFFFED08326,FFFFFFFF2AE0,0000012161BF,0000012162E9,000001000000,000001000000,000001000000,000001000000,00000121649A,000001000000,000001000000
611,FFF0FC1E29E4,FFEEE9055F09,000001B81EE7,0000149E66EE,00001035103C,FFFFFA80D127,FFFFC4C458A0,FFFFFED027ED,FFFFFFFF2A12,0000012161BA,00000121622A,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
612,FFF0FA558367,FFEEE5B1C9FC,0000019BFCBD,000014F19CE9,0000103541B4,FFFFFA815B9D,FFFFC4BEBCFC,FFFFFED0257C,FFFFFFFF2A20,0000012161BA,0000012161D0,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
613,FFF0F8158E00,FFEEE20C88F8,0000017FDDA3,000015448EB6,000010357DE2,FFFFFA82049F,FFFFC454EDC5,FFFFFECEAA29,FFFFFFFF267C,0000012161B9,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
614,FFF0F7556F23,FFEEDF60ADF9,00000163C03B,000015978F68,000010359795,FFFFFA824BE5,FFFFC4ACB057,FFFFFED006E4,FFFFFFFF2A05,0000012161BA,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
615,FFF0F56A4265,FFEEDC0E51D8,00000147A58D,000015EA8E9F,00001035CBC3,FFFFFA82DE3C,FFFFC46B0A90,FFFFFECF22A2,FFFFFFFF27D0,0000012161BA,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
616,FFF0F3945600,FFEED8DAFBED,0000012B8DF5,0000163D8F65,00001035FDBF,FFFFFA836A73,FFFFC4559FD2,FFFFFECEE4C1,FFFFFFFF2751,0000012161BA,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
617,FFF0F1E88801,FFEED56287CF,0000010F78C0,00001690910E,000010362D4E,FFFFFA83EFC2,FFFFC3FD658C,FFFFFECDAB99,FFFFFFFF2451,0000012161BB,0000012161C0,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
618,FFF0EFFB0EEA,FFEED241F022,000000F36676,000016E393D2,0000103660E4,FFFFFA84809E,FFFFC3312D26,FFFFFECABE2B,FFFFFFFF1CE9,0000012161BB,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
619,FFF0EDE27C70,FFEECF035E3E,000000D75776,00001736978C,000010369843,FFFFFA851C68,FFFFC3870E36,FFFFFECC13F9,FFFFFFFF2075,0000012161BB,0000012161C0,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
620,FFF0EB64A7B7,FFEECC1D265B,000000BB4BC5,000017899C7B,00001036D662,FFFFFA85CBDE,FFFFC4AC0B38,FFFFFED074C2,FFFFFFFF2BBB,0000012161BB,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
621,FFF0E9570DC1,FFEEC9E3BDA0,0000009F42E1,000017DCA286,000010370925,FFFFFA865ABF,FFFFC4D05B1C,FFFFFED10FFB,FFFFFFFF2D65,0000012161BB,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
622,FFF0E79EE3C2,FFEEC64D74B9,000000833D1E,0000182FA9A0,0000103739F9,FFFFFA86E40C,FFFFC49CD88C,FFFFFED060E1,FFFFFFFF2BB7,0000012161BB,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
623,FFF0E5694FFD,FFEEC2DEFE70,000000673A37,00001882B1F0,000010377448,FFFFFA878869,FFFFC465039B,FFFFFECFA189,FFFFFFFF29E0,0000012161BB,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
624,FFF0E32C1F01,FFEEC0BD7A36,0000004B3A6F,000018D5BB3B,00001037AA69,FFFFFA882140,FFFFC45B5474,FFFFFECF8FC1,FFFFFFFF29CA,0000012161BB,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
625,FFF0E0109E8B,FFEEBDB829E1,0000002F3EB8,00001928C60B,00001037F57F,FFFFFA88F5F7,FFFFC485429D,FFFFFED0402A,FFFFFFFF2BA8,0000012161BC,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
626,FFF0DCFD664D,FFEEBA9229B3,000000134742,0000197BD276,000010384061,FFFFFA89CA1A,FFFFC3FFE701,FFFFFECE5D43,FFFFFFFF26EC,0000012161BB,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
627,FFF0DA509063,FFEEB8308CCF,FFFFFFF75372,000019CEE00D,000010388032,FFFFFA8A7EF0,FFFFC47F2627,FFFFFED04E98,FFFFFFFF2BFF,0000012161BC,0000012161C0,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
628,FFF0D79A7F87,FFEEB51D8054,FFFFFFDB6371,00001A21EEF9,00001038C33D,FFFFFA8B3CF8,FFFFC4AC1DB4,FFFFFED10A67,FFFFFFFF2DF3,0000012161BB,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
629,FFF0D52DC207,FFEEB311FEA9,FFFFFFBF76C8,00001A74FF0B,00001038FCAB,FFFFFA8BDFB7,FFFFC4C9A637,FFFFFED18C22,FFFFFFFF2F52,0000012161BB,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
630,FFF0D18E418D,FFEEB063F0E9,FFFFFFA38EAB,00001AC810CE,0000103950DA,FFFFFA8CCF07,FFFFC4C33304,FFFFFED18687,FFFFFFFF2F6B,0000012161BC,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
631,FFF0CF544A20,FFEEAD4E52F3,FFFFFF87AA09,00001B1B23D5,0000103989ED,FFFFFA8D70CE,FFFFC498DD68,FFFFFED0F9F3,FFFFFFFF2E19,0000012161BB,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
632,FFF0CC141CEA,FFEEAB7B6231,FFFFFF6BC96A,00001B6E382D,00001039D349,FFFFFA8E4194,FFFFC4BA41F4,FFFFFED18A38,FFFFFFFF2F9F,0000012161BB,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
633,FFF0C8AF8DF9,FFEEA882A545,FFFFFF4FED50,00001BC14E43,0000103A2393,FFFFFA8F2660,FFFFC4C82670,FFFFFED1D123,FFFFFFFF307A,0000012161BB,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
634,FFF0C51682E6,FFEEA64A3881,FFFFFF3415E9,00001C1465EB,0000103A7557,FFFFFA900F84,FFFFC4799F63,FFFFFED0BC6E,FFFFFFFF2DD2,0000012161BB,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
635,FFF0C1569DA4,FFEEA3E7222E,FFFFFF184349,00001C677F62,0000103ACAB0,FFFFFA910330,FFFFC4333053,FFFFFECFC636,FFFFFFFF2B75,0000012161BB,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
636,FFF0BE9E64A0,FFEEA1EE6538,FFFFFEFC746C,00001CBA99FF,0000103B0990,FFFFFA91B65F,FFFFC444ADDC,FFFFFED01AAF,FFFFFFFF2C6A,0000012161BB,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
637,FFF0BB643BE8,FFEE9FF4F1E0,FFFFFEE0A9A0,00001D0DB615,0000103B52AB,FFFFFA928738,FFFFC4D5B4B4,FFFFFED24EDD,FFFFFFFF3221,0000012161BB,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
638,FFF0B79E59D3,FFEE9D55A1DC,FFFFFEC4E3B6,00001D60D40B,0000103BA937,FFFFFA937EA2,FFFFC430A461,FFFFFECFF4AF,FFFFFFFF2C46,0000012161BB,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
639,FFF0B3ED4E6D,FFEE9AAE09AF,FFFFFEA922A7,00001DB3F3B9,0000103BFE2E,FFFFFA947191,FFFFC3B1FE3C,FFFFFECE2B0D,FFFFFFFF27CD,0000012161BB,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
640,FFF0B09C1C41,FFEE98C6507F,FFFFFE8D65E7,00001E0714C4,0000103C48B1,FFFFFA9546E9,FFFFC3F7E358,FFFFFECF44B5,FFFFFFFF2ABD,0000012161BC,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
641,FFF0ADE8CCC0,FFEE967FD601,FFFFFE71ACE3,00001E5A3719,0000103C8808,FFFFFA95FC06,FFFFC419EE77,FFFFFECFD779,FFFFFFFF2C47,0000012161BB,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
642,FFF0AA2E2212,FFEE9560CFFA,FFFFFE55F844,00001EAD5AFC,0000103CD80A,FFFFFA96E17C,FFFFC43AEB16,FFFFFED0663E,FFFFFFFF2DC8,0000012161BB,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
643,FFF0A5FEDE45,FFEE937F3FD1,FFFFFE3A48E3,00001F0080CD,0000103D33D6,FFFFFA97E94E,FFFFC4567CBD,FFFFFED0E0A7,FFFFFFFF2F28,0000012161BA,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
644,FFF0A26C4E84,FFEE91A081D2,FFFFFE1E9E32,00001F53A82E,0000103D8330,FFFFFA98CD2E,FFFFC43CDF74,FFFFFED09300,FFFFFFFF2E78,0000012161BA,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
645,FFF09EC7216D,FFEE9024CD8B,FFFFFE02F804,00001FA6D11D,0000103DD28A,FFFFFA99B151,FFFFC4CADA76,FFFFFED2BBBE,FFFFFFFF3411,0000012161BA,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
646,FFF09A387511,FFEE8E27EC46,FFFFFDE75772,00001FF9FC35,0000103E361F,FFFFFA9ACFFE,FFFFC407C667,FFFFFECFF0AC,FFFFFFFF2D0C,0000012161BB,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
647,FFF096E8FDDA,FFEE8C88D606,FFFFFDCBBB47,0000204D28B7,0000103E7F17,FFFFFA9BA1F9,FFFFC3D27E09,FFFFFECF3AFC,FFFFFFFF2B50,0000012161BB,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
648,FFF09360D94A,FFEE8BCBBEF0,FFFFFDB02353,000020A0569B,0000103EC94E,FFFFFA9C77D9,FFFFC3F3759C,FFFFFECFC9B1,FFFFFFFF2CD9,0000012161BB,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
649,FFF090114639,FFEE8A56AFB3,FFFFFD948F98,000020F38610,0000103F11AD,FFFFFA9D482E,FFFFC37A2620,FFFFFECE141C,FFFFFFFF288E,0000012161BB,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
650,FFF08CF6BB68,FFEE8906A46A,FFFFFD78FFBB,00002146B6CB,0000103F5537,FFFFFA9E0AE0,FFFFC3B45148,FFFFFECF01A7,FFFFFFFF2B01,0000012161BB,0000012161C3,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
651,FFF08950BAC0,FFEE8884B098,FFFFFD5D742D,00002199E8FA,0000103FA0C7,FFFFFA9EE528,FFFFC48362CD,FFFFFED21F3D,FFFFFFFF330C,0000012161BB,0000012161C3,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
652,FFF0851367C2,FFEE883004CD,FFFFFD41ED94,000021ED1CEC,0000103FF794,FFFFFA9FE02C,FFFFC4700AC9,FFFFFED1E922,FFFFFFFF329F,0000012161BB,0000012161C3,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
653,FFF080A8F7B9,FFEE87912147,FFFFFD266C36,0000224052BD,0000104052DC,FFFFFAA0E86D,FFFFC47719E7,FFFFFED2165F,FFFFFFFF3333,0000012161BB,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
654,FFF07DC35261,FFEE8707973B,FFFFFD0AEE9E,0000229389D8,000010408F68,FFFFFAA1972A,FFFFC3F1CA1F,FFFFFED03395,FFFFFFFF2E78,0000012161BB,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
655,FFF0799979F9,FFEE85D00849,FFFFFCEF75E0,000022E6C2B1,00001040E799,FFFFFAA296BD,FFFFC3D82592,FFFFFECFE5E0,FFFFFFFF2DC8,0000012161BB,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
656,FFF07584BB3F,FFEE848DDBF0,FFFFFCD40221,00002339FD4A,000010413E33,FFFFFAA391E5,FFFFC3DE144A,FFFFFED00EED,FFFFFFFF2E54,0000012161BB,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
657,FFF0717E2378,FFEE84909ACF,FFFFFCB89319,0000238D3978,000010418F27,FFFFFAA47CE3,FFFFC3E734B0,FFFFFED043F6,FFFFFFFF2EEE,0000012161BB,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
658,FFF06D98A494,FFEE83AC18CC,FFFFFC9D28D5,000023E07749,00001041E08E,FFFFFAA56975,FFFFC480EEF0,FFFFFED298E9,FFFFFFFF34FD,0000012161BB,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
659,FFF0699418A6,FFEE82E319FC,FFFFFC81C36D,00002433B6C2,000010423402,FFFFFAA65C00,FFFFC4A04100,FFFFFED32161,FFFFFFFF3670,0000012161BB,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
660,FFF06573AEEB,FFEE82B70329,FFFFFC6662E9,00002486F7FA,000010428771,FFFFFAA74EAB,FFFFC419F651,FFFFFED13AEB,FFFFFFFF31AF,0000012161BB,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
661,FFF0616B3DC2,FFEE82179EC1,FFFFFC4B0723,000024DA3AD2,00001042DA82,FFFFFAA84069,FFFFC441B8F8,FFFFFED1E32E,FFFFFFFF3373,0000012161BB,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
662,FFF05D97D050,FFEE818E8896,FFFFFC2FAFF4,0000252D7F47,00001043290B,FFFFFAA9252C,FFFFC472697B,FFFFFED2ACFE,FFFFFFFF358A,0000012161BB,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
663,FFF059878653,FFEE81BAF811,FFFFFC145D6E,00002580C547,0000104379C3,FFFFFAAA1093,FFFFC4CCE2C4,FFFFFED413F0,FFFFFFFF3936,0000012161BD,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
664,FFF0556FE4D3,FFEE80B9C0E4,FFFFFBF90FE5,000025D40D06,00001043CF16,FFFFFAAB09A3,FFFFC52F6D4B,FFFFFED59937,FFFFFFFF3D2F,0000012161BC,0000012161C3,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
665,FFF0517D6AA9,FFEE809E3102,FFFFFBDDC715,00002627567E,000010441E5E,FFFFFAABF119,FFFFC47E5E95,FFFFFED311D9,FFFFFFFF36D2,0000012161BC,0000012161C3,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
666,FFF04C90D471,FFEE806B55AD,FFFFFBC283D9,0000267AA1D8,00001044814A,FFFFFAAD1279,FFFFC41FF174,FFFFFED1C15B,FFFFFFFF338E,0000012161BC,0000012161C3,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
667,FFF047C876D9,FFEE808DA885,FFFFFBA74630,000026CDEF1C,00001044E025,FFFFFAAE281E,FFFFC3BA2226,FFFFFED0551D,FFFFFFFF3008,0000012161BD,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
668,FFF040F489DA,FFEE81474E91,FFFFFB8C0FF6,000027213EF3,000010456554,FFFFFAAFAF08,FFFFC3D78B9F,FFFFFED0D681,FFFFFFFF317A,0000012161BD,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
669,FFF03BAC2CA9,FFEE818ED34F,FFFFFB70E019,0000277490E4,00001045CD39,FFFFFAB0E051,FFFFC42AEE0F,FFFFFED222E3,FFFFFFFF34E5,0000012161BD,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
670,FFF03614DB70,FFEE81EE96FC,FFFFFB55B6A0,000027C7E508,000010463AD6,FFFFFAB222A0,FFFFC490378B,FFFFFED3B293,FFFFFFFF3901,0000012161BC,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
671,FFF02F09F219,FFEE828C6930,FFFFFB3A9501,0000281B3BE6,00001046C429,FFFFFAB3B703,FFFFC46E7731,FFFFFED34656,FFFFFFFF380D,0000012161BD,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
672,FFF028E47A04,FFEE829B9DBF,FFFFFB1F7AB5,0000286E954A,000010473D8D,FFFFFAB51CD9,FFFFC4422E5E,FFFFFED2B27C,FFFFFFFF36B8,0000012161BD,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
673,FFF022AEF2D4,FFEE82A8BEBC,FFFFFB046794,000028C1F121,00001047B806,FFFFFAB68655,FFFFC45151F6,FFFFFED2FE2A,FFFFFFFF379E,0000012161BC,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
674,FFF01C120A92,FFEE82CD61E1,FFFFFAE95C17,000029154F9D,000010483A05,FFFFFAB8065E,FFFFC3FF94A5,FFFFFED1DD6E,FFFFFFFF34E3,0000012161BC,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
675,FFF015CD12CD,FFEE82BEDB16,FFFFFACE57EC,00002968B072,00001048B5AB,FFFFFAB9745D,FFFFC4D997D1,FFFFFED52431,FFFFFFFF3D6A,0000012161BD,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
676,FFF00F675246,FFEE8458B096,FFFFFAB35AFE,000029BC13D6,000010492DFE,FFFFFABAD8FA,FFFFC40EE749,FFFFFED23C77,FFFFFFFF361C,0000012161BD,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
677,FFF00A559896,FFEE84754531,FFFFFA98641B,00002A0F792B,00001049915D,FFFFFABBFF3A,FFFFC4335818,FFFFFED2D840,FFFFFFFF37C4,0000012161BD,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
678,FFF004E513D1,FFEE8518D023,FFFFFA7D7352,00002A62E08F,00001049F9FB,FFFFFABD35AC,FFFFC4F5108E,FFFFFED5C397,FFFFFFFF3F5A,0000012161BC,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
679,FFEFFFA2886B,FFEE85BBEAAD,FFFFFA6288A1,00002AB64A11,0000104A5F04,FFFFFABE61A6,FFFFC4B6CCE7,FFFFFED4EC05,FFFFFFFF3D50,0000012161BC,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
680,FFEFFA2B7A9D,FFEE8699E1E5,FFFFFA47A416,00002B09B5A7,0000104AC723,FFFFFABF9736,FFFFC47D3A59,FFFFFED42621,FFFFFFFF3B73,0000012161BC,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
681,FFEFF42CC862,FFEE879531DC,FFFFFA2CC63E,00002B5D2387,0000104B3925,FFFFFAC0EA6F,FFFFC44970BC,FFFFFED37607,FFFFFFFF39CF,0000012161BC,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
682,FFEFEF5DD58C,FFEE886D3650,FFFFFA11EE08,00002BB09341,0000104B945F,FFFFFAC1F9FB,FFFFC439C954,FFFFFED34DD5,FFFFFFFF3982,0000012161BD,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
683,FFEFEB76CA4D,FFEE88A518CC,FFFFF9F71A6F,00002C04047B,0000104BDFF6,FFFFFAC2DB0D,FFFFC4C07685,FFFFFED55B15,FFFFFFFF3ED1,0000012161BD,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
684,FFEFE727F77F,FFEE8922920B,FFFFF9DC4BBC,00002C577776,0000104C3297,FFFFFAC3D108,FFFFC3CC2806,FFFFFED1D6CF,FFFFFFFF35E9,0000012161BD,0000012161C3,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
685,FFEFE3E7F1C9,FFEE89CFA042,FFFFF9C180CB,00002CAAEB87,0000104C6FD9,FFFFFAC4876D,FFFFC48B64A6,FFFFFED4B8CC,FFFFFFFF3D54,0000012161BD,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
686,FFEFE049EAF2,FFEE8A4064F7,FFFFF9A6B9FD,00002CFE6120,0000104CB519,FFFFFAC5559C,FFFFC3F53B1A,FFFFFED2969F,FFFFFFFF37F4,0000012161BD,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
687,FFEFDD058F27,FFEE8B67E2D2,FFFFF98BF6CD,00002D51D7D5,0000104CF10A,FFFFFAC60828,FFFFC4003808,FFFFFED2D29E,FFFFFFFF389A,0000012161BD,0000012161C3,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
688,FFEFDA8B0527,FFEE8BF1933F,FFFFF971368A,00002DA54F85,0000104D1FBC,FFFFFAC69307,FFFFC3F7AAA3,FFFFFED2C51A,FFFFFFFF3886,0000012161BE,0000012161C3,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
689,FFEFD814657F,FFEE8C94312B,FFFFF95678EC,00002DF8C821,0000104D4DBB,FFFFFAC71C07,FFFFC44FC3C6,FFFFFED42321,FFFFFFFF3C0C,0000012161BE,0000012161C3,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
