cycle,px_hex,py_hex,v_hex,theta_hex,omega_hex,a_hex,z_hex,vz_hex,az_hex,p11_hex,p22_hex,p33_hex,p44_hex,p55_hex,p66_hex,p77_hex,p88_hex,p99_hex
292,FFFEDE578C45,FFF5FE95799E,00002761C1C0,FFFFFDE421EA,0000013C94B2,FFFFFDEC71A4,FFFFF71A70D4,FFFFFF7B3734,000000003E3D,00000121CD03,0000012BCB48,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
293,FFFEDB5CBF04,FFF5F75CFA6D,0000276268EC,FFFFFDE88F68,0000014AFB86,FFFFFDDBC878,FFFFF76CE1C0,FFFFFF7C78E5,0000000041D8,00000121CCBB,0000012BBCE7,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
294,FFFED80C778F,FFF5F0398853,0000276261CE,FFFFFDEA1642,000001599951,FFFFFDCCB49F,FFFFF776FCC5,FFFFFF7CAA7C,0000000042AD,00000121CD15,0000012BE1B0,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
295,FFFED40F4C5A,FFF5E8FEB140,000027612E89,FFFFFDE7C16F,0000016972E0,FFFFFDBE2945,FFFFF723A7DD,FFFFFF7B7CAD,000000004003,00000121CD13,0000012BF482,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
296,FFFED0778B4A,FFF5E0D57B18,00002762A2EB,FFFFFDEB476C,0000017ACCBF,FFFFFDAE04FB,FFFFF715B23E,FFFFFF7B53D5,00000000400B,00000121CD81,0000012BE131,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
297,FFFECC0B8895,FFF5D699BF4C,000027685465,FFFFFDEEBFCB,000001909F02,FFFFFD9B2B6D,FFFFF6DF9509,FFFFFF7A9416,000000003E9F,00000121CCD1,0000012BFCBB,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
298,FFFEC779FD5A,FFF5CD554FDA,0000276B2C58,FFFFFDEE5657,000001A57290,FFFFFD8B9A1C,FFFFF768FE20,FFFFFF7CA4B9,00000000445C,00000121CDEB,0000012C22B7,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
299,FFFEC294694B,FFF5C3576AAC,0000276F00D8,FFFFFDEE701D,000001BCADEA,FFFFFD7B742F,FFFFF75E30CD,FFFFFF7C87E3,00000000448F,00000121CE55,0000012C2514,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
300,FFFEBD033C85,FFF5B8227C1C,00002774BBD7,FFFFFDEDCB6B,000001D7D8B4,FFFFFD6A4761,FFFFF8040131,FFFFFF7F0374,000000004B75,00000121CE1B,0000012C281D,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
301,FFFEB7A340C0,FFF5AD78CDBD,00002778ECDB,FFFFFDEDC7E2,000001F32400,FFFFFD5AE01F,FFFFF7B77A84,FFFFFF7DEF6A,000000004953,00000121CDE4,0000012C2550,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
302,FFFEB2C3D722,FFF5A2BD75D0,0000277DEB00,FFFFFDF18D2B,0000020F567B,FFFFFD4C473C,FFFFF74997C2,FFFFFF7C5DF2,0000000045E6,00000121CD96,0000012C26A6,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
303,FFFEACCB9289,FFF596B7206F,00002784E160,FFFFFDF0F67C,00000230D4B8,FFFFFD3D50D9,FFFFF6B954EF,FFFFFF7A4B52,000000004131,00000121CEDA,0000012C4B73,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
304,FFFEA59254F4,FFF5893C8D02,0000278D4282,FFFFFDED669A,0000025AF94C,FFFFFD2D56E6,FFFFF6437306,FFFFFF789C15,000000003D94,00000121CF66,0000012C50F1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
305,FFFE9DD46382,FFF57B356521,0000279561C6,FFFFFDEA4470,0000028F29D9,FFFFFD1D6D79,FFFFF60D6E99,FFFFFF77DD2A,000000003C69,00000121CE19,0000012C3A7C,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
306,FFFE962026DB,FFF56D2C112F,0000279CE1E2,FFFFFDE9BBA5,000002D4130A,FFFFFD0E8703,FFFFF697241D,FFFFFF79EF66,000000004270,00000121CC72,0000012C2BD1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
307,FFFE8D568A90,FFF55F4E88D4,000027A1ADFF,FFFFFDE49470,0000036A42D0,FFFFFD016566,FFFFF7068A68,FFFFFF7B9ECE,00000000479C,00000121CB96,0000012C85D7,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
308,FFFE84F6D5E3,FFF550EA2147,000027A7F9F0,FFFFFDE43FD7,0000032C85E5,FFFFFCF5D0DD,FFFFF68D8F1C,FFFFFF79E403,000000004410,00000121CA66,0000012BD6F8,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
309,FFFE7BFAAA26,FFF541D5A765,000027AE9AF0,FFFFFDE040D3,000002B6BAD2,FFFFFCE80A17,FFFFF726BA0C,FFFFFF7C307C,000000004AC1,00000121C96D,0000012BCFF8,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
310,FFFE712BFBDF,FFF5319D4C43,000027B335AE,FFFFFDD9922C,00000359E35F,FFFFFCD5C200,FFFFF70EE946,FFFFFF7BE35D,000000004AE6,00000121C941,0000012BF62B,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
311,FFFE65B0659A,FFF51EDBD93B,000027BC3559,FFFFFDD65B6A,000002F0A763,FFFFFCC50864,FFFFF73FA68A,FFFFFF7CA74F,000000004DE2,00000121C6F7,0000012B631B,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
312,FFFE592D44CF,FFF50CF811C8,000027BC3721,FFFFFDD636DB,0000057AB6A2,FFFFFCB2442E,FFFFF7EC0336,FFFFFF7F3C33,00000000559F,00000121C532,0000012F3F66,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
313,FFFE4C193DDF,FFF4FA059B17,000027C34E76,FFFFFDD217E4,0000051955AB,FFFFFCA97C6A,FFFFF81DBBE7,FFFFFF8003D7,0000000058D8,00000121C478,0000012BDE32,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
314,FFFE3EDAB3F9,FFF4E7C0A82A,000027C5D3C2,FFFFFDD24B40,0000053CAA97,FFFFFC9DAC13,FFFFF7D77B19,FFFFFF7F0833,00000000578C,00000121C3A7,0000012B3EDB,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
315,FFFE3075B8B4,FFF4D4E48248,000027C82EA5,FFFFFDCBCE99,0000054BF659,FFFFFC9271FC,FFFFF777BECF,FFFFFF7DACD5,000000005534,00000121C2E4,0000012B2A75,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
316,FFFE21DFD4FC,FFF4C1F562FF,000027C7E338,FFFFFDC9C86B,0000055F5BE0,FFFFFC86882D,FFFFF6CD2BE4,FFFFFF7B380B,000000005061,00000121C16A,0000012AE884,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
317,FFFE128F4EBC,FFF4B0070AD2,000027C31F47,FFFFFDC0F949,000005734BEF,FFFFFC7B58E2,FFFFF6EBCAC0,FFFFFF7BB815,0000000052C9,00000121BF80,0000012ACADD,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
318,FFFE0362AB25,FFF49D13CC20,000027BE2A80,FFFFFDC2DC73,000005872EF1,FFFFFC6EE346,FFFFF7357D0B,FFFFFF7CDA60,000000005704,00000121BD7A,0000012A6A25,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
319,FFFDF3E328E6,FFF48A6EC6BA,000027B8D94B,FFFFFDBFA3F8,0000059BE134,FFFFFC631BA7,FFFFF723FCFA,FFFFFF7CA575,0000000057CF,00000121BBDA,0000012A6EA8,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
320,FFFDE46FA7A9,FFF4778259C2,000027B2CD64,FFFFFDC0DD8C,000005B0B282,FFFFFC56FEC9,FFFFF76F1A15,FFFFFF7DCCF0,000000005C15,00000121BB7B,0000012A4E2F,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
321,FFFDD51B5F36,FFF464C2123A,000027AD20B9,FFFFFDC119F2,000005C5B494,FFFFFC4B58BF,FFFFF7B9801C,FFFFFF7EF1BB,000000006052,00000121BB04,0000012A556F,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
322,FFFDC5298E5B,FFF451BCF3F1,000027A69908,FFFFFDBF0F3A,000005DBC2D9,FFFFFC3FB245,FFFFF7D44E52,FFFFFF7F6388,0000000062CB,00000121BB6A,0000012A595D,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
323,FFFDB6928F60,FFF43E7810E4,000027A2C689,FFFFFDC792E6,000005F06F82,FFFFFC33EFC8,FFFFF7C4DDD5,FFFFFF7F3669,000000006381,00000121BAD2,0000012A43AE,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
324,FFFDA8327A78,FFF42EFE8DD2,000027984F6B,FFFFFDBEF27B,00000604D30C,FFFFFC2B4271,FFFFF809A9AC,FFFFFF8045FE,000000006738,00000121BC2A,0000012A9A23,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
325,FFFD9B0A08F4,FFF4205C1E84,0000278AF952,FFFFFDC12657,00000617773E,FFFFFC228798,FFFFF851DD24,FFFFFF81626B,000000006AFE,00000121BC3A,0000012A4BB8,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
326,FFFD8F94F180,FFF41255996E,00002780D5DE,FFFFFDC908B8,000006283425,FFFFFC1A8C7B,FFFFF7F54B87,FFFFFF8012DF,0000000068BB,00000121BAA9,0000012A52A6,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
327,FFFD8433177B,FFF4058511AF,000027755E8C,FFFFFDCA0CAB,00000638E1F8,FFFFFC13C14E,FFFFF8A461DC,FFFFFF82B212,000000007059,00000121BCC6,0000012AA38A,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
328,FFFD78F29845,FFF3F9CACC5B,00002767188C,FFFFFDC8D753,000006494AAB,FFFFFC0D9BD8,FFFFF88BAB98,FFFFFF8261A7,00000000707C,00000121BE8B,0000012AB7A3,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
329,FFFD6EE76178,FFF3EFBBE12D,000027568E8B,FFFFFDCA3AAD,00000657F84A,FFFFFC085FCD,FFFFF886D94F,FFFFFF825C26,000000007125,00000121BE73,0000012AAA12,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
330,FFFD65D873DF,FFF3E7503C0A,00002743F8C9,FFFFFDCBEB24,0000066533C0,FFFFFC041E48,FFFFF8C26494,FFFFFF834861,000000007411,00000121BE2F,0000012AB0E6,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
331,FFFD5D5357EB,FFF3E05A0E9F,0000272ECE30,FFFFFDCC127C,000006718B13,FFFFFC00B18F,FFFFF8BB69AA,FFFFFF833A60,000000007472,00000121BE90,0000012ABC52,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
332,FFFD55D3C26B,FFF3DA44F1F8,0000271949CA,FFFFFDCFD60C,0000067C7451,FFFFFBFDC0E3,FFFFF8F86701,FFFFFF842BF7,000000007754,00000121BEA1,0000012AB858,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
333,FFFD4E587527,FFF3D5AB6F51,00002700641E,FFFFFDCE8E49,000006872122,FFFFFBFBA394,FFFFF8E0AF59,FFFFFF83DED6,0000000076F5,00000121BEFD,0000012AD4FF,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
334,FFFD47C2F158,FFF3D04893F6,000026EB0885,FFFFFDD5AFF2,00000690C9B9,FFFFFBF92415,FFFFF87D3EB4,FFFFFF8274EB,0000000073C7,00000121BF45,0000012AC3FA,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
335,FFFD40B9D1C0,FFF3CB20EF57,000026D53520,FFFFFDD80D27,0000069B0E21,FFFFFBF6EA48,FFFFF896A330,FFFFFF82E097,00000000753F,00000121C003,0000012AFD1B,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
336,FFFD3991F6DD,FFF3C6589F65,000026BE3EC5,FFFFFDD8BE75,000006A5673A,FFFFFBF4E3FB,FFFFF81A9485,FFFFFF811A21,000000007117,00000121C1C1,0000012B140A,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
337,FFFD32C5DA04,FFF3C137891B,000026A8EE13,FFFFFDDCBD80,000006AF5BB7,FFFFFBF2BE77,FFFFF83DFA33,FFFFFF81AB76,0000000072EF,00000121C1ED,0000012B1549,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
338,FFFD2C47FFF5,FFF3BBFF13BC,00002694EA0C,FFFFFDE24787,000006B8F702,FFFFFBF0A85C,FFFFF8466004,FFFFFF81D73E,0000000073C0,00000121C256,0000012B3083,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
339,FFFD255BFBA1,FFF3B6F335DF,000026804BCE,FFFFFDE41027,000006C31F51,FFFFFBEEBF2E,FFFFF83A759E,FFFFFF81B6A2,0000000073C8,00000121C3CA,0000012B5DA7,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
340,FFFD1E6E33B2,FFF3B20A0DEB,0000266B6251,FFFFFDE58EC6,000006CD423B,FFFFFBECEB9E,FFFFF8391738,FFFFFF81BDB3,000000007439,00000121C4CE,0000012B6B71,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
341,FFFD17FABDB9,FFF3AD2BF074,000026574F36,FFFFFDE9DF24,000006D6C63F,FFFFFBEB27EB,FFFFF794FECA,FFFFFF7F60AB,000000006E87,00000121C502,0000012B719A,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
342,FFFD1170C261,FFF3A8A07189,00002642B376,FFFFFDEC68EB,000006E05CFB,FFFFFBE9980C,FFFFF7A64801,FFFFFF7FADF0,000000006FA2,00000121C5A2,0000012B8DB6,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
343,FFFD0A93963B,FFF3A3AE58DC,0000262EEB64,FFFFFDEDDBEC,000006EA6F75,FFFFFBE7ED70,FFFFF7EB88B7,FFFFFF80BEB8,0000000072BA,00000121C673,0000012B9D66,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
344,FFFD03CAC6EF,FFF39F0FA330,0000261A7B3B,FFFFFDEF209C,000006F45999,FFFFFBE66843,FFFFF81CDF21,FFFFFF818489,00000000750E,00000121C6A5,0000012BA30D,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
345,FFFCFC6E81D5,FFF3999B15BF,00002607A6DB,FFFFFDEED9E2,000006FF24CD,FFFFFBE49F71,FFFFF7CEBBF0,FFFFFF806AEC,0000000072A5,00000121C6B6,0000012BA54D,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
346,FFFCF37759DB,FFF393E41CEA,000025F3054C,FFFFFDE5BA99,0000070C0FD2,FFFFFBE2BA43,FFFFF87182E9,FFFFFF82DB91,000000007960,00000121C684,0000012B9BDA,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
347,FFFCEA14C334,FFF38D17DC73,000025DF21C0,FFFFFDDF2DF1,00000719A2DA,FFFFFBE03C9D,FFFFF815263A,FFFFFF818C91,000000007688,00000121C4C4,0000012B4AC8,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
348,FFFCDFE4AD47,FFF387278DD5,000025C699B4,FFFFFDD354B9,0000072804F3,FFFFFBDDF322,FFFFF885D0A5,FFFFFF8340BF,000000007B75,00000121C192,0000012B00CF,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
349,FFFCD523D661,FFF3804FB73F,000025AD55D7,FFFFFDCA2613,000007372347,FFFFFBDB0745,FFFFF89DA43E,FFFFFF83A6D0,000000007D11,00000121BDF5,0000012A8692,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
350,FFFCCA071AE6,FFF3796E827D,0000259202BC,FFFFFDC1BB7B,0000074695C7,FFFFFBD7E91D,FFFFF84B9668,FFFFFF827EB6,000000007AB6,00000121B990,0000012A17FE,000001000000,000001000000,000001000000,000001000000,00000121649A,000001000000,000001000000
351,FFFCBEEBD88E,FFF370B1872C,0000257A1A12,FFFFFDC21453,000007566A3F,FFFFFBD3BE61,FFFFF8F90353,FFFFFF85179C,0000000081FE,00000121B5C0,00000129AFFD,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
352,FFFCB325E185,FFF36A66A493,0000255AB5D3,FFFFFDB6C12C,00000766623E,FFFFFBD0C898,FFFFF8574C2B,FFFFFF82C3D3,000000007CA2,00000121B3B0,000001299B9C,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
353,FFFCA690506E,FFF362A1194B,0000253AC0BB,FFFFFDB09922,0000077767F2,FFFFFBCCCE14,FFFFF8B24FA2,FFFFFF8426CB,0000000080E4,00000121B137,0000012923EB,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
354,FFFC99C23EEC,FFF35B53D0AD,000025182F6F,FFFFFDA9BBEB,000007886E76,FFFFFBC8F8C7,FFFFF8F1BCAE,FFFFFF8521F1,00000000840C,00000121AD0E,00000128CBC1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
355,FFFC8C688141,FFF352F4E075,000024F58C98,FFFFFDA6E3D0,0000079A36B1,FFFFFBC46AD0,FFFFF87D7D28,FFFFFF83796B,000000008084,00000121A9EC,0000012871B0,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
356,FFFC7F69D8FE,FFF34B6F9D78,000024D137E6,FFFFFDA3EAA5,000007AB411E,FFFFFBC04EBE,FFFFF8EFB104,FFFFFF8533A3,0000000085B3,00000121A785,000001283E93,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
357,FFFC723075B7,FFF343212168,000024ADA090,FFFFFDA452E2,000007BCBB68,FFFFFBBBBA77,FFFFF89E131A,FFFFFF840D52,000000008372,00000121A5E8,000001281066,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
358,FFFC650DB6B1,FFF33B7F4C0F,00002488C66F,FFFFFDA2C0F7,000007CDE091,FFFFFBB7929C,FFFFF8901A00,FFFFFF83E575,0000000083C6,00000121A4E1,0000012803DC,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
359,FFFC57562A50,FFF3351C92F6,0000245EF3BF,FFFFFD9AE286,000007DF12C0,FFFFFBB40D2F,FFFFF878EB6D,FFFFFF839AED,0000000083AC,00000121A43A,00000127E97C,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
360,FFFC4A2B04E8,FFF32DABCF59,0000243745B2,FFFFFD9D59D5,000007EFCB2B,FFFFFBAFD0A9,FFFFF839FD60,FFFFFF82BAF2,000000008226,00000121A19D,000001278EEE,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
361,FFFC3D365AED,FFF3268BF6C7,000024104869,FFFFFD9E7CB3,000008004C36,FFFFFBABE1A9,FFFFF85D87E6,FFFFFF834D6C,000000008444,000001219FEB,000001278E2A,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
362,FFFC2F6DFDB7,FFF31FB623BA,000023E694DC,FFFFFD9AE3A7,000008117FF6,FFFFFBA81F74,FFFFF86702FF,FFFFFF837DD6,000000008569,00000121A041,000001278F9F,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
363,FFFC21E85795,FFF318A9F8E4,000023BD25DB,FFFFFD9B5E67,000008225668,FFFFFBA432C8,FFFFF77668C2,FFFFFF80019F,000000007D24,000001219F45,0000012763BA,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
364,FFFC1477602E,FFF3117CC57F,00002394839E,FFFFFD9CBBCF,000008332751,FFFFFBA0433A,FFFFF7EB4B3D,FFFFFF81C61C,00000000825D,000001219E28,0000012756F8,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
365,FFFC06748594,FFF30A6801F0,0000236A7919,FFFFFD9B1539,0000084482DF,FFFFFB9C6C08,FFFFF71824F8,FFFFFF7EB8C0,000000007B3F,000001219E14,0000012757F2,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
366,FFFBF7A2E0D9,FFF303BC9329,0000233CE7B8,FFFFFD95683E,000008565FA4,FFFFFB98C285,FFFFF77FBC95,FFFFFF804B5F,000000007FFE,000001219D8D,000001273EC8,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
367,FFFBE8023694,FFF2FB937545,0000230F7D16,FFFFFD949931,000008696491,FFFFFB942EF9,FFFFF7BFFB6B,FFFFFF814A0B,00000000834E,000001219BC3,00000126FC8C,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
368,FFFBD7F6CEFE,FFF2F38DE630,000022E0B9EE,FFFFFD91D7F4,0000087CB878,FFFFFB8FB58B,FFFFF71155D3,FFFFFF7EC62A,000000007DCA,000001219A26,00000126E044,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
369,FFFBC6F17BA4,FFF2EBBB2570,000022AE20D4,FFFFFD8BE4BE,00000890B319,FFFFFB8B46CE,FFFFF6D957D4,FFFFFF7E00AE,000000007CA4,000001219908,00000126B92A,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
370,FFFBB5C0CA29,FFF2E3AE3E49,0000227A0914,FFFFFD897DB3,000008A49D39,FFFFFB869C07,FFFFF66F7D44,FFFFFF7C7FB5,0000000079C1,0000012196AE,000001267329,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
371,FFFBA455481A,FFF2DB7DA761,000022454252,FFFFFD87FB44,000008B8AB06,FFFFFB81DBA2,FFFFF67861D1,FFFFFF7CAE65,000000007B1F,0000012194AF,00000126482E,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
372,FFFB92F04A9A,FFF2D2F760B2,00002210F4F3,FFFFFD892C74,000008CCB6E4,FFFFFB7CEE23,FFFFF66FA177,FFFFFF7C9ABD,000000007BC9,00000121937A,0000012629BD,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
373,FFFB8108BBB1,FFF2C9BFD81D,000021DD5708,FFFFFD8AD972,000008E18A57,FFFFFB77B202,FFFFF6C8C7C2,FFFFFF7DF766,000000008028,0000012192E3,00000126249E,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
374,FFFB6F68FC26,FFF2C1DC7C82,000021A7BA21,FFFFFD886BAB,000008F57BA0,FFFFFB73416B,FFFFF72CFC82,FFFFFF7F7D8E,000000008504,0000012192C2,000001262789,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
375,FFFB5C7BFE28,FFF2B8AA31FB,00002170DD3D,FFFFFD87AA39,0000090AF910,FFFFFB6E0E5E,FFFFF76F16DF,FFFFFF808385,0000000088A0,000001219243,0000012608F3,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
376,FFFB4A5FFF47,FFF2B0498A1E,0000213A31C6,FFFFFD87EB22,0000091F40EE,FFFFFB69585C,FFFFF6DE7C15,FFFFFF7E70E5,000000008447,000001219135,00000125F2D5,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
377,FFFB37F190DF,FFF2A771E6EE,00002103D7E2,FFFFFD8926EB,00000933F5B8,FFFFFB646DE0,FFFFF69CE334,FFFFFF7D8789,0000000082ED,00000121909E,00000125E69D,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
378,FFFB265CC623,FFF29F054C44,000020CF21F6,FFFFFD8C6097,00000947AE84,FFFFFB5FD2BA,FFFFF5E52E7B,FFFFFF7AE1EE,000000007D1A,000001219054,00000125E3DF,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
379,FFFB1512F96A,FFF29776D20E,0000209A003B,FFFFFD8CB49C,0000095ACBA7,FFFFFB5BC540,FFFFF5C1EDE6,FFFFFF7A6ABB,000000007CB8,000001219088,00000125F265,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
380,FFFB050D0387,FFF2904B8AA9,000020672D71,FFFFFD919BC8,0000096C7E6F,FFFFFB57F819,FFFFF6501F42,FFFFFF7C8F1C,00000000830E,0000012190A5,00000125EC85,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
381,FFFAF5ED9EF4,FFF28964A3AC,000020375F42,FFFFFD97CD8D,0000097D6447,FFFFFB5473C5,FFFFF6E82726,FFFFFF7ED837,0000000089A6,0000012190F6,000001260688,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
382,FFFAE6BCF1E7,FFF28312B158,000020074AE0,FFFFFD9A2A96,0000098E369E,FFFFFB515651,FFFFF642CDEF,FFFFFF7C7782,00000000844D,000001219244,000001262F7D,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
383,FFFAD9ADCB8D,FFF27CAD59A9,00001FDD0A1C,FFFFFDA5FD14,0000099D12AC,FFFFFB4E4A9F,FFFFF6193ED6,FFFFFF7BE866,00000000838A,000001219323,000001263CE9,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
384,FFFACDBFAD08,FFF276978145,00001FB74E83,FFFFFDB26B70,000009AAFDC9,FFFFFB4BA4FE,FFFFF6396373,FFFFFF7C6E80,00000000857C,0000012194C0,000001268B62,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
385,FFFAC2F3012F,FFF271700096,00001F93B7E7,FFFFFDBEB63D,000009B79CC6,FFFFFB499688,FFFFF670A2E4,FFFFFF7D4B66,000000008839,000001219804,00000126E67F,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
386,FFFAB89CB986,FFF26C79F19D,00001F728E5C,FFFFFDCA82C3,000009C3D1FD,FFFFFB47C96D,FFFFF6358BC9,FFFFFF7C7A38,000000008699,000001219B0E,000001273E28,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
387,FFFAAF0F3562,FFF26698F737,00001F575B18,FFFFFDDA9359,000009CF8E76,FFFFFB45DF3E,FFFFF6883667,FFFFFF7DBE50,000000008A50,000001219E02,000001278E26,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
388,FFFAA51AF418,FFF261D3BA77,00001F3AD723,FFFFFDE370A2,000009DB7BB2,FFFFFB44853F,FFFFF67061F9,FFFFFF7D71BD,0000000089FE,00000121A12F,00000127F1FE,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
389,FFFA9AB04E61,FFF25D10E694,00001F1EB02F,FFFFFDE93B15,000009E7E3A6,FFFFFB4343FA,FFFFF691FE1F,FFFFFF7DFD3F,000000008BE0,00000121A3EB,0000012828F1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
390,FFFA906B9EA7,FFF257E12C7D,00001F04ED59,FFFFFDF023AB,000009F43580,FFFFFB41FCBF,FFFFF6E1ADB6,FFFFFF7F3617,000000008F77,00000121A52F,0000012845BB,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
391,FFFA86DD15A5,FFF2537ECEB7,00001EEAE553,FFFFFDF87BC3,000009FF9646,FFFFFB40FF7E,FFFFF6E90C46,FFFFFF7F5ED3,000000009051,00000121A61B,00000128630B,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
